"CustomerID","VehicleAttribute","VehicleAttributeDetails"
"Cust31810","VehicleModel","CRV"
"Cust30518","VehicleMake","Accura"
"Cust5621","VehicleMake","Saab"
"Cust25579","VehicleModel","A3"
"Cust21723","VehicleMake","Nissan"
"Cust29479","VehicleModel","Grand Cherokee"
"Cust12307","VehicleYOM","2009"
"Cust9773","VehicleYOM","2002"
"Cust32161","VehicleID","Vehicle18367"
"Cust19290","VehicleID","Vehicle2840"
"Cust12062","VehicleMake","Chevrolet"
"Cust18242","VehicleMake","Suburu"
"Cust14053","VehicleMake","BMW"
"Cust28580","VehicleID","Vehicle24401"
"Cust17159","VehicleID","Vehicle31848"
"Cust27944","VehicleMake","BMW"
"Cust31589","VehicleYOM","2011"
"Cust1058","VehicleMake","Chevrolet"
"Cust5810","VehicleModel","X5"
"Cust29283","VehicleMake","Suburu"
"Cust12327","VehicleModel","Camry"
"Cust37960","VehicleModel","Forrestor"
"Cust4214","VehicleMake","Chevrolet"
"Cust35123","VehicleModel","Forrestor"
"Cust19298","VehicleModel","Escape"
"Cust36483","VehicleID","Vehicle32340"
"Cust3110","VehicleModel","Legacy"
"Cust33162","VehicleYOM","2013"
"Cust16623","VehicleID","Vehicle17000"
"Cust14773","VehicleYOM","2005"
"Cust21067","VehicleModel","Civic"
"Cust33833","VehicleYOM","2003"
"Cust35919","VehicleModel","Maxima"
"Cust28949","VehicleMake","Saab"
"Cust17203","VehicleModel","F150"
"Cust28930","VehicleMake","Accura"
"Cust2682","VehicleMake","Volkswagen"
"Cust34342","VehicleModel","92x"
"Cust33051","VehicleYOM","2000"
"Cust7745","VehicleID","Vehicle35637"
"Cust16272","VehicleMake","Audi"
"Cust18733","VehicleID","Vehicle33232"
"Cust29110","VehicleYOM","1999"
"Cust17597","VehicleID","Vehicle19957"
"Cust30188","VehicleMake","Accura"
"Cust16701","VehicleID","Vehicle25538"
"Cust28750","VehicleModel","Legacy"
"Cust12579","VehicleYOM","2010"
"Cust33110","VehicleMake","Ford"
"Cust13769","VehicleMake","Ford"
"Cust11118","VehicleID","Vehicle8592"
"Cust30670","VehicleID","Vehicle12120"
"Cust30885","VehicleModel","Jetta"
"Cust26419","VehicleMake","Ford"
"Cust12213","VehicleMake","Accura"
"Cust19960","VehicleModel","Forrestor"
"Cust32598","VehicleModel","Wrangler"
"Cust6075","VehicleYOM","2012"
"Cust8324","VehicleYOM","2002"
"Cust18490","VehicleID","Vehicle8248"
"Cust27721","VehicleMake","Nissan"
"Cust19956","VehicleMake","Volkswagen"
"Cust29851","VehicleYOM","2007"
"Cust25890","VehicleMake","Saab"
"Cust2155","VehicleMake","Accura"
"Cust15029","VehicleYOM","2003"
"Cust4174","VehicleMake","BMW"
"Cust2780","VehicleModel","A5"
"Cust18810","VehicleID","Vehicle5409"
"Cust27613","VehicleYOM","2005"
"Cust32357","VehicleID","Vehicle30168"
"Cust36528","VehicleMake","Chevrolet"
"Cust12693","VehicleModel","TL"
"Cust1107","VehicleModel","95"
"Cust8025","VehicleMake","Jeep"
"Cust33669","VehicleID","Vehicle39794"
"Cust22080","VehicleModel","MDX"
"Cust19755","VehicleMake","BMW"
"Cust35144","VehicleMake","Dodge"
"Cust7458","VehicleYOM","2006"
"Cust21605","VehicleMake","Ford"
"Cust13128","VehicleYOM","2002"
"Cust10580","VehicleModel","A5"
"Cust33865","VehicleModel","Malibu"
"Cust13602","VehicleMake","Suburu"
"Cust18629","VehicleMake","Ford"
"Cust18259","VehicleMake","Nissan"
"Cust2039","VehicleModel","M5"
"Cust31066","VehicleModel","Wrangler"
"Cust9770","VehicleMake","Volkswagen"
"Cust21882","VehicleModel","Legacy"
"Cust6402","VehicleModel","E400"
"Cust38949","VehicleModel","M5"
"Cust35408","VehicleMake","BMW"
"Cust10749","VehicleModel","ML350"
"Cust5788","VehicleYOM","1996"
"Cust34250","VehicleYOM","2005"
"Cust13434","VehicleYOM","2014"
"Cust13259","VehicleYOM","2012"
"Cust12649","VehicleID","Vehicle11404"
"Cust34522","VehicleModel","X6"
"Cust31196","VehicleYOM","2009"
"Cust21484","VehicleYOM","2004"
"Cust34709","VehicleYOM","2001"
"Cust32137","VehicleID","Vehicle14551"
"Cust7013","VehicleID","Vehicle38587"
"Cust32561","VehicleMake","Saab"
"Cust14629","VehicleMake","Jeep"
"Cust39391","VehicleID","Vehicle2846"
"Cust37283","VehicleMake","Saab"
"Cust24509","VehicleID","Vehicle32816"
"Cust11761","VehicleModel","Escape"
"Cust20516","VehicleID","Vehicle16888"
"Cust15634","VehicleModel","Camry"
"Cust39150","VehicleID","Vehicle22925"
"Cust8381","VehicleMake","Saab"
"Cust37733","VehicleID","Vehicle35734"
"Cust8869","VehicleID","Vehicle3561"
"Cust26931","VehicleYOM","2013"
"Cust8206","VehicleModel","Wrangler"
"Cust30172","VehicleID","Vehicle36927"
"Cust8922","VehicleMake","Saab"
"Cust5853","VehicleID","Vehicle5182"
"Cust37636","VehicleID","Vehicle2522"
"Cust33803","VehicleID","Vehicle14468"
"Cust15278","VehicleYOM","2009"
"Cust18578","VehicleYOM","2000"
"Cust6342","VehicleMake","Mercedes"
"Cust19642","VehicleModel","Ultima"
"Cust5613","VehicleID","Vehicle11048"
"Cust3541","VehicleID","Vehicle15822"
"Cust9892","VehicleMake","Ford"
"Cust30475","VehicleModel","Corolla"
"Cust30939","VehicleMake","Ford"
"Cust20638","VehicleYOM","2014"
"Cust26958","VehicleID","Vehicle20193"
"Cust38311","VehicleID","Vehicle25379"
"Cust15082","VehicleID","Vehicle12502"
"Cust35884","VehicleID","Vehicle26344"
"Cust21334","VehicleModel","Camry"
"Cust20836","VehicleYOM","2013"
"Cust31939","VehicleID","Vehicle17488"
"Cust25164","VehicleModel","Tahoe"
"Cust33662","VehicleMake","Nissan"
"Cust13544","VehicleMake","Audi"
"Cust14273","VehicleModel","92x"
"Cust10395","VehicleMake","Audi"
"Cust15146","VehicleID","Vehicle10677"
"Cust19816","VehicleID","Vehicle18967"
"Cust9289","VehicleYOM","2000"
"Cust4950","VehicleYOM","2009"
"Cust11656","VehicleID","Vehicle26970"
"Cust12525","VehicleID","Vehicle10867"
"Cust14231","VehicleModel","Impreza"
"Cust2897","VehicleMake","Accura"
"Cust37170","VehicleYOM","1996"
"Cust7955","VehicleID","Vehicle39420"
"Cust28868","VehicleModel","Camry"
"Cust9336","VehicleID","Vehicle3388"
"Cust34726","VehicleModel","93"
"Cust8202","VehicleModel","Passat"
"Cust28696","VehicleID","Vehicle9464"
"Cust2264","VehicleModel","MDX"
"Cust2070","VehicleMake","Nissan"
"Cust36849","VehicleID","Vehicle15452"
"Cust18104","VehicleYOM","1997"
"Cust3371","VehicleYOM","1998"
"Cust20560","VehicleMake","Volkswagen"
"Cust25211","VehicleID","Vehicle8437"
"Cust8385","VehicleMake","Dodge"
"Cust32197","VehicleID","Vehicle12664"
"Cust18865","VehicleID","Vehicle17098"
"Cust8319","VehicleMake","Ford"
"Cust11795","VehicleModel","Tahoe"
"Cust34616","VehicleModel","Passat"
"Cust38826","VehicleID","Vehicle26013"
"Cust32965","VehicleID","Vehicle26184"
"Cust27471","VehicleModel","Passat"
"Cust13659","VehicleMake","Saab"
"Cust21883","VehicleModel","Neon"
"Cust7760","VehicleID","Vehicle14734"
"Cust24472","VehicleMake","Accura"
"Cust5200","VehicleModel","A5"
"Cust37315","VehicleYOM","2015"
"Cust5394","VehicleModel","C300"
"Cust17927","VehicleModel","Wrangler"
"Cust16497","VehicleModel","Tahoe"
"Cust6832","VehicleYOM","2011"
"Cust37025","VehicleMake","Saab"
"Cust36716","VehicleYOM","2004"
"Cust1159","VehicleMake","Suburu"
"Cust9087","VehicleID","Vehicle22745"
"Cust3787","VehicleID","Vehicle21940"
"Cust6054","VehicleYOM","2013"
"Cust11422","VehicleModel","RAM"
"Cust36389","VehicleModel","Maxima"
"Cust39376","VehicleYOM","2008"
"Cust9584","VehicleID","Vehicle5418"
"Cust19381","VehicleID","Vehicle19245"
"Cust34718","VehicleModel","Legacy"
"Cust26639","VehicleModel","TL"
"Cust27586","VehicleYOM","2001"
"Cust4032","VehicleMake","Volkswagen"
"Cust19241","VehicleYOM","1999"
"Cust25939","VehicleYOM","1999"
"Cust28881","VehicleMake","Jeep"
"Cust32222","VehicleID","Vehicle4929"
"Cust1318","VehicleYOM","1998"
"Cust27157","VehicleMake","Chevrolet"
"Cust3277","VehicleMake","Mercedes"
"Cust38850","VehicleModel","93"
"Cust2969","VehicleID","Vehicle28858"
"Cust3512","VehicleModel","F150"
"Cust35862","VehicleMake","BMW"
"Cust29247","VehicleYOM","2011"
"Cust2125","VehicleModel","RAM"
"Cust23767","VehicleID","Vehicle10187"
"Cust1692","VehicleMake","BMW"
"Cust25102","VehicleModel","Passat"
"Cust32603","VehicleMake","Toyota"
"Cust20436","VehicleModel","E400"
"Cust34129","VehicleYOM","2003"
"Cust7928","VehicleMake","Suburu"
"Cust33867","VehicleMake","Chevrolet"
"Cust9638","VehicleID","Vehicle30710"
"Cust34187","VehicleMake","Mercedes"
"Cust26235","VehicleID","Vehicle24604"
"Cust26357","VehicleModel","X5"
"Cust20534","VehicleYOM","2015"
"Cust35375","VehicleModel","Pathfinder"
"Cust29557","VehicleModel","Jetta"
"Cust38032","VehicleID","Vehicle37119"
"Cust25654","VehicleID","Vehicle13898"
"Cust28511","VehicleModel","Fusion"
"Cust32603","VehicleModel","93"
"Cust13439","VehicleMake","Chevrolet"
"Cust35885","VehicleYOM","1999"
"Cust10859","VehicleID","Vehicle11335"
"Cust20248","VehicleMake","Dodge"
"Cust36088","VehicleID","Vehicle16368"
"Cust18997","VehicleMake","Jeep"
"Cust23884","VehicleID","Vehicle5257"
"Cust35031","VehicleYOM","2000"
"Cust22654","VehicleModel","ML350"
"Cust18163","VehicleID","Vehicle5830"
"Cust21433","VehicleYOM","2013"
"Cust15767","VehicleID","Vehicle36321"
"Cust28708","VehicleYOM","2000"
"Cust16617","VehicleID","Vehicle28368"
"Cust25703","VehicleID","Vehicle10581"
"Cust29338","VehicleMake","Toyota"
"Cust18584","VehicleID","Vehicle25166"
"Cust38929","VehicleID","Vehicle16550"
"Cust6925","VehicleMake","Audi"
"Cust10145","VehicleYOM","2001"
"Cust19159","VehicleModel","Tahoe"
"Cust13086","VehicleID","Vehicle30617"
"Cust6375","VehicleModel","A3"
"Cust22689","VehicleYOM","2004"
"Cust13458","VehicleID","Vehicle7740"
"Cust32936","VehicleID","Vehicle38528"
"Cust1093","VehicleYOM","2007"
"Cust34470","VehicleModel","Highlander"
"Cust22436","VehicleYOM","2013"
"Cust35278","VehicleMake","BMW"
"Cust2489","VehicleModel","ML350"
"Cust22273","VehicleYOM","2004"
"Cust12089","VehicleMake","Dodge"
"Cust8285","VehicleID","Vehicle29266"
"Cust18981","VehicleID","Vehicle15058"
"Cust22087","VehicleMake","Ford"
"Cust38730","VehicleMake","Jeep"
"Cust11266","VehicleYOM","1999"
"Cust32676","VehicleYOM","1997"
"Cust38965","VehicleModel","RSX"
"Cust9687","VehicleID","Vehicle13030"
"Cust21224","VehicleID","Vehicle26922"
"Cust38652","VehicleYOM","2014"
"Cust18518","VehicleID","Vehicle11885"
"Cust8341","VehicleModel","Ultima"
"Cust24170","VehicleYOM","2011"
"Cust23911","VehicleMake","Saab"
"Cust5655","VehicleModel","Jetta"
"Cust37055","VehicleModel","Neon"
"Cust36974","VehicleID","Vehicle33835"
"Cust37501","VehicleMake","Audi"
"Cust7836","VehicleID","Vehicle18786"
"Cust13913","VehicleYOM","2006"
"Cust14674","VehicleYOM","1999"
"Cust27281","VehicleID","Vehicle15210"
"Cust21877","VehicleModel","Forrestor"
"Cust25723","VehicleModel","Ultima"
"Cust12465","VehicleModel","92x"
"Cust20500","VehicleYOM","2012"
"Cust36682","VehicleModel","Tahoe"
"Cust3191","VehicleID","Vehicle17253"
"Cust18805","VehicleMake","Chevrolet"
"Cust29530","VehicleYOM","2004"
"Cust4200","VehicleModel","Grand Cherokee"
"Cust37670","VehicleMake","Suburu"
"Cust31082","VehicleYOM","2008"
"Cust36947","VehicleMake","Chevrolet"
"Cust15913","VehicleModel","Wrangler"
"Cust5477","VehicleMake","Nissan"
"Cust3880","VehicleMake","Suburu"
"Cust2815","VehicleMake","Ford"
"Cust31900","VehicleYOM","2006"
"Cust19330","VehicleID","Vehicle6686"
"Cust15166","VehicleMake","Saab"
"Cust23796","VehicleModel","TL"
"Cust24929","VehicleModel","Wrangler"
"Cust23069","VehicleYOM","1999"
"Cust21275","VehicleYOM","2003"
"Cust31144","VehicleMake","Audi"
"Cust17817","VehicleID","Vehicle10985"
"Cust25780","VehicleModel","Escape"
"Cust3253","VehicleMake","Volkswagen"
"Cust6799","VehicleModel","Forrestor"
"Cust17766","VehicleYOM","2000"
"Cust1412","VehicleMake","BMW"
"Cust14623","VehicleYOM","2011"
"Cust18837","VehicleYOM","1999"
"Cust32924","VehicleYOM","2014"
"Cust24129","VehicleMake","Chevrolet"
"Cust3670","VehicleModel","Corolla"
"Cust38433","VehicleID","Vehicle33516"
"Cust20459","VehicleYOM","2005"
"Cust8365","VehicleModel","95"
"Cust7467","VehicleID","Vehicle27441"
"Cust28147","VehicleModel","92x"
"Cust1704","VehicleModel","ML350"
"Cust24657","VehicleModel","A5"
"Cust18818","VehicleMake","Ford"
"Cust2658","VehicleYOM","2009"
"Cust14499","VehicleMake","Volkswagen"
"Cust6043","VehicleModel","Impreza"
"Cust3871","VehicleModel","Grand Cherokee"
"Cust2755","VehicleModel","MDX"
"Cust37826","VehicleMake","Suburu"
"Cust25041","VehicleMake","Jeep"
"Cust28461","VehicleYOM","2008"
"Cust33603","VehicleMake","BMW"
"Cust7694","VehicleMake","Audi"
"Cust35128","VehicleYOM","2012"
"Cust2517","VehicleModel","A5"
"Cust19713","VehicleYOM","2009"
"Cust11056","VehicleMake","Ford"
"Cust13504","VehicleMake","Dodge"
"Cust2584","VehicleID","Vehicle12101"
"Cust3627","VehicleID","Vehicle20351"
"Cust2256","VehicleModel","X5"
"Cust33962","VehicleMake","Accura"
"Cust7890","VehicleYOM","1995"
"Cust33074","VehicleModel","RSX"
"Cust30156","VehicleModel","Neon"
"Cust29268","VehicleMake","Audi"
"Cust31051","VehicleID","Vehicle3129"
"Cust14963","VehicleModel","93"
"Cust37495","VehicleID","Vehicle28439"
"Cust10028","VehicleModel","Accord"
"Cust25691","VehicleID","Vehicle19837"
"Cust5484","VehicleYOM","2002"
"Cust27455","VehicleModel","RSX"
"Cust20620","VehicleMake","Toyota"
"Cust12871","VehicleID","Vehicle36383"
"Cust22358","VehicleModel","Passat"
"Cust23762","VehicleYOM","2014"
"Cust1371","VehicleYOM","1995"
"Cust1703","VehicleID","Vehicle35224"
"Cust14633","VehicleModel","X5"
"Cust21661","VehicleMake","Honda"
"Cust38181","VehicleID","Vehicle21874"
"Cust3595","VehicleID","Vehicle37794"
"Cust37735","VehicleModel","Tahoe"
"Cust12172","VehicleMake","Honda"
"Cust33553","VehicleMake","Mercedes"
"Cust20599","VehicleModel","Wrangler"
"Cust11788","VehicleYOM","1997"
"Cust6459","VehicleModel","MDX"
"Cust1344","VehicleModel","Fusion"
"Cust3088","VehicleModel","X5"
"Cust21435","VehicleYOM","2013"
"Cust36893","VehicleYOM","2000"
"Cust11603","VehicleMake","Chevrolet"
"Cust35960","VehicleMake","Dodge"
"Cust32788","VehicleID","Vehicle12489"
"Cust19600","VehicleModel","C300"
"Cust22681","VehicleMake","Dodge"
"Cust4517","VehicleYOM","2012"
"Cust30245","VehicleMake","Volkswagen"
"Cust21030","VehicleYOM","2002"
"Cust12712","VehicleModel","X5"
"Cust26675","VehicleYOM","1999"
"Cust33717","VehicleID","Vehicle32519"
"Cust26653","VehicleYOM","2008"
"Cust25275","VehicleID","Vehicle27695"
"Cust18483","VehicleYOM","2012"
"Cust25040","VehicleID","Vehicle9579"
"Cust35635","VehicleID","Vehicle7681"
"Cust2962","VehicleYOM","2003"
"Cust26674","VehicleMake","Jeep"
"Cust9795","VehicleModel","Fusion"
"Cust3547","VehicleID","Vehicle14479"
"Cust27521","VehicleID","Vehicle23476"
"Cust21667","VehicleMake","Nissan"
"Cust10667","VehicleID","Vehicle4981"
"Cust4185","VehicleMake","Ford"
"Cust37803","VehicleMake","Nissan"
"Cust36582","VehicleModel","M5"
"Cust33835","VehicleModel","A5"
"Cust2162","VehicleYOM","2006"
"Cust32367","VehicleYOM","2004"
"Cust28361","VehicleYOM","2014"
"Cust18336","VehicleMake","Accura"
"Cust36599","VehicleMake","Mercedes"
"Cust22012","VehicleID","Vehicle39122"
"Cust20272","VehicleYOM","2011"
"Cust18973","VehicleMake","Volkswagen"
"Cust25275","VehicleModel","Ultima"
"Cust30211","VehicleModel","Impreza"
"Cust38907","VehicleID","Vehicle27892"
"Cust20447","VehicleID","Vehicle12767"
"Cust19389","VehicleModel","Ultima"
"Cust2015","VehicleID","Vehicle26885"
"Cust2349","VehicleModel","A5"
"Cust2312","VehicleModel","95"
"Cust17608","VehicleMake","Saab"
"Cust12960","VehicleYOM","2012"
"Cust39355","VehicleMake","Dodge"
"Cust18285","VehicleYOM","2000"
"Cust22917","VehicleModel","ML350"
"Cust6446","VehicleID","Vehicle10851"
"Cust10012","VehicleID","Vehicle9379"
"Cust12482","VehicleModel","Pathfinder"
"Cust13940","VehicleMake","Volkswagen"
"Cust8928","VehicleYOM","2003"
"Cust13673","VehicleModel","Corolla"
"Cust20691","VehicleMake","Chevrolet"
"Cust22211","VehicleYOM","2012"
"Cust36912","VehicleModel","RAM"
"Cust24160","VehicleModel","X5"
"Cust21192","VehicleModel","A5"
"Cust34616","VehicleYOM","2000"
"Cust10275","VehicleMake","Toyota"
"Cust35734","VehicleModel","Malibu"
"Cust11352","VehicleID","Vehicle18014"
"Cust15486","VehicleID","Vehicle29680"
"Cust17224","VehicleYOM","1996"
"Cust34376","VehicleID","Vehicle16433"
"Cust9912","VehicleMake","Chevrolet"
"Cust38567","VehicleYOM","2014"
"Cust34820","VehicleID","Vehicle20072"
"Cust5122","VehicleID","Vehicle3516"
"Cust28325","VehicleMake","Saab"
"Cust29143","VehicleYOM","1999"
"Cust39184","VehicleModel","Camry"
"Cust30236","VehicleMake","Dodge"
"Cust9580","VehicleModel","Silverado"
"Cust17811","VehicleYOM","2002"
"Cust32619","VehicleModel","MDX"
"Cust7262","VehicleMake","Saab"
"Cust34603","VehicleModel","X5"
"Cust3452","VehicleModel","F150"
"Cust13606","VehicleYOM","2004"
"Cust15266","VehicleModel","Wrangler"
"Cust29144","VehicleMake","Audi"
"Cust22211","VehicleModel","93"
"Cust10180","VehicleMake","Nissan"
"Cust37907","VehicleYOM","1999"
"Cust16267","VehicleMake","Honda"
"Cust15726","VehicleModel","Impreza"
"Cust4744","VehicleYOM","2002"
"Cust25920","VehicleYOM","2011"
"Cust15079","VehicleMake","Honda"
"Cust19831","VehicleModel","Civic"
"Cust32266","VehicleMake","Jeep"
"Cust32404","VehicleModel","TL"
"Cust19547","VehicleYOM","2003"
"Cust26895","VehicleModel","Neon"
"Cust30687","VehicleYOM","1997"
"Cust21671","VehicleModel","Wrangler"
"Cust17951","VehicleMake","Mercedes"
"Cust8542","VehicleYOM","2006"
"Cust22111","VehicleID","Vehicle39797"
"Cust22712","VehicleID","Vehicle9771"
"Cust22111","VehicleModel","TL"
"Cust37943","VehicleYOM","2011"
"Cust16714","VehicleMake","Nissan"
"Cust11728","VehicleID","Vehicle2398"
"Cust17277","VehicleMake","Jeep"
"Cust14433","VehicleID","Vehicle21186"
"Cust16138","VehicleYOM","2007"
"Cust17482","VehicleYOM","2007"
"Cust26973","VehicleMake","Nissan"
"Cust33993","VehicleID","Vehicle16850"
"Cust18099","VehicleYOM","2003"
"Cust21552","VehicleMake","Chevrolet"
"Cust36045","VehicleMake","Nissan"
"Cust21583","VehicleID","Vehicle28316"
"Cust6935","VehicleID","Vehicle38540"
"Cust33115","VehicleYOM","2008"
"Cust31945","VehicleMake","Chevrolet"
"Cust17802","VehicleModel","Highlander"
"Cust13485","VehicleID","Vehicle4963"
"Cust10125","VehicleModel","Maxima"
"Cust4555","VehicleYOM","2001"
"Cust37707","VehicleYOM","2008"
"Cust31338","VehicleYOM","2007"
"Cust28076","VehicleModel","Tahoe"
"Cust31365","VehicleID","Vehicle35614"
"Cust26077","VehicleModel","Impreza"
"Cust10170","VehicleYOM","2010"
"Cust34198","VehicleYOM","2000"
"Cust1543","VehicleID","Vehicle5922"
"Cust17554","VehicleMake","Suburu"
"Cust16371","VehicleModel","A5"
"Cust26487","VehicleMake","Dodge"
"Cust12468","VehicleYOM","2014"
"Cust8554","VehicleYOM","2010"
"Cust27430","VehicleID","Vehicle35225"
"Cust35487","VehicleModel","Tahoe"
"Cust33951","VehicleID","Vehicle36291"
"Cust15918","VehicleYOM","2014"
"Cust29218","VehicleMake","Chevrolet"
"Cust5023","VehicleModel","X5"
"Cust10658","VehicleMake","Volkswagen"
"Cust21947","VehicleID","Vehicle37249"
"Cust6295","VehicleYOM","2002"
"Cust36549","VehicleMake","Jeep"
"Cust32166","VehicleID","Vehicle16990"
"Cust18197","VehicleYOM","1996"
"Cust14283","VehicleYOM","2012"
"Cust5720","VehicleID","Vehicle31203"
"Cust29614","VehicleYOM","2004"
"Cust14202","VehicleMake","Dodge"
"Cust33416","VehicleModel","Corolla"
"Cust8238","VehicleModel","Legacy"
"Cust12886","VehicleMake","Accura"
"Cust34733","VehicleYOM","2010"
"Cust23921","VehicleID","Vehicle20031"
"Cust14142","VehicleYOM","2007"
"Cust36486","VehicleYOM","1999"
"Cust35846","VehicleYOM","2001"
"Cust39368","VehicleModel","Ultima"
"Cust35702","VehicleModel","Tahoe"
"Cust36816","VehicleID","Vehicle16363"
"Cust29281","VehicleYOM","2001"
"Cust6045","VehicleModel","Pathfinder"
"Cust9431","VehicleModel","Escape"
"Cust25420","VehicleMake","BMW"
"Cust21694","VehicleID","Vehicle28128"
"Cust15004","VehicleID","Vehicle20919"
"Cust20045","VehicleModel","93"
"Cust27388","VehicleYOM","2011"
"Cust32150","VehicleID","Vehicle21848"
"Cust8349","VehicleID","Vehicle19699"
"Cust31234","VehicleModel","Silverado"
"Cust31472","VehicleModel","Wrangler"
"Cust16453","VehicleID","Vehicle33552"
"Cust10663","VehicleModel","Legacy"
"Cust27602","VehicleMake","Dodge"
"Cust10640","VehicleID","Vehicle21739"
"Cust32299","VehicleID","Vehicle31196"
"Cust30123","VehicleModel","3 Series"
"Cust20289","VehicleMake","Honda"
"Cust19558","VehicleModel","Passat"
"Cust19514","VehicleID","Vehicle39659"
"Cust35372","VehicleID","Vehicle38098"
"Cust37673","VehicleYOM","2008"
"Cust37229","VehicleMake","Suburu"
"Cust33271","VehicleMake","Suburu"
"Cust5829","VehicleModel","MDX"
"Cust19526","VehicleModel","95"
"Cust11966","VehicleModel","MDX"
"Cust4901","VehicleMake","Chevrolet"
"Cust34332","VehicleMake","Dodge"
"Cust17887","VehicleMake","Honda"
"Cust18983","VehicleID","Vehicle6251"
"Cust23086","VehicleYOM","2009"
"Cust21674","VehicleModel","CRV"
"Cust20447","VehicleYOM","1996"
"Cust39256","VehicleID","Vehicle27562"
"Cust35535","VehicleID","Vehicle33763"
"Cust18402","VehicleMake","Audi"
"Cust29281","VehicleMake","Accura"
"Cust1601","VehicleMake","Nissan"
"Cust30730","VehicleYOM","2003"
"Cust26153","VehicleID","Vehicle26925"
"Cust21138","VehicleID","Vehicle25511"
"Cust3040","VehicleMake","BMW"
"Cust30315","VehicleYOM","1998"
"Cust26064","VehicleModel","CRV"
"Cust22354","VehicleMake","Audi"
"Cust22003","VehicleMake","BMW"
"Cust37941","VehicleID","Vehicle14126"
"Cust35543","VehicleID","Vehicle12441"
"Cust16334","VehicleModel","TL"
"Cust9213","VehicleMake","Nissan"
"Cust29815","VehicleYOM","2007"
"Cust25748","VehicleID","Vehicle22276"
"Cust3201","VehicleModel","95"
"Cust2667","VehicleMake","Jeep"
"Cust9419","VehicleYOM","2005"
"Cust23727","VehicleModel","CRV"
"Cust5019","VehicleModel","Camry"
"Cust35012","VehicleModel","Forrestor"
"Cust20452","VehicleID","Vehicle1608"
"Cust31820","VehicleYOM","2015"
"Cust22247","VehicleMake","Jeep"
"Cust39261","VehicleMake","BMW"
"Cust23632","VehicleID","Vehicle26141"
"Cust31581","VehicleModel","Pathfinder"
"Cust25208","VehicleModel","Ultima"
"Cust8612","VehicleID","Vehicle16929"
"Cust20703","VehicleID","Vehicle11792"
"Cust14275","VehicleYOM","2001"
"Cust17840","VehicleMake","Jeep"
"Cust14219","VehicleModel","F150"
"Cust16631","VehicleModel","M5"
"Cust11175","VehicleID","Vehicle22197"
"Cust8681","VehicleMake","BMW"
"Cust7546","VehicleMake","Toyota"
"Cust16840","VehicleYOM","1998"
"Cust29685","VehicleModel","Pathfinder"
"Cust19904","VehicleModel","Neon"
"Cust7339","VehicleYOM","2011"
"Cust2420","VehicleID","Vehicle28393"
"Cust4658","VehicleYOM","1996"
"Cust5798","VehicleYOM","2012"
"Cust31367","VehicleYOM","2005"
"Cust33198","VehicleID","Vehicle11682"
"Cust8665","VehicleYOM","2007"
"Cust29021","VehicleYOM","2005"
"Cust29575","VehicleMake","Nissan"
"Cust14103","VehicleYOM","2014"
"Cust3099","VehicleMake","Ford"
"Cust3485","VehicleYOM","2012"
"Cust13598","VehicleModel","Highlander"
"Cust24993","VehicleID","Vehicle13294"
"Cust8147","VehicleMake","Jeep"
"Cust27297","VehicleModel","M5"
"Cust4710","VehicleID","Vehicle2546"
"Cust20722","VehicleMake","Toyota"
"Cust7021","VehicleMake","BMW"
"Cust35549","VehicleYOM","1999"
"Cust33381","VehicleID","Vehicle26136"
"Cust1884","VehicleID","Vehicle16012"
"Cust8596","VehicleYOM","2004"
"Cust12801","VehicleMake","Mercedes"
"Cust10501","VehicleModel","RAM"
"Cust1286","VehicleMake","Accura"
"Cust21749","VehicleYOM","2001"
"Cust1013","VehicleID","Vehicle17919"
"Cust4706","VehicleMake","Toyota"
"Cust36908","VehicleID","Vehicle12041"
"Cust39151","VehicleYOM","2014"
"Cust10207","VehicleMake","Jeep"
"Cust33168","VehicleYOM","2001"
"Cust14729","VehicleMake","Accura"
"Cust26736","VehicleModel","X5"
"Cust1584","VehicleID","Vehicle26706"
"Cust1108","VehicleModel","Passat"
"Cust11718","VehicleModel","A3"
"Cust38738","VehicleModel","F150"
"Cust4833","VehicleYOM","1996"
"Cust29937","VehicleID","Vehicle32014"
"Cust38501","VehicleMake","Dodge"
"Cust35297","VehicleID","Vehicle24155"
"Cust6785","VehicleYOM","2001"
"Cust33714","VehicleMake","Suburu"
"Cust32887","VehicleID","Vehicle34380"
"Cust1942","VehicleYOM","1998"
"Cust17437","VehicleModel","Jetta"
"Cust30530","VehicleID","Vehicle10221"
"Cust25072","VehicleModel","Neon"
"Cust33535","VehicleModel","X5"
"Cust19811","VehicleMake","Saab"
"Cust4742","VehicleID","Vehicle19045"
"Cust2279","VehicleModel","Grand Cherokee"
"Cust6710","VehicleMake","???"
"Cust37186","VehicleMake","Audi"
"Cust35773","VehicleModel","Accord"
"Cust19720","VehicleYOM","2003"
"Cust15034","VehicleMake","Jeep"
"Cust2041","VehicleID","Vehicle9880"
"Cust30597","VehicleMake","BMW"
"Cust11061","VehicleID","Vehicle21409"
"Cust19921","VehicleYOM","2011"
"Cust15447","VehicleModel","93"
"Cust9369","VehicleMake","Mercedes"
"Cust13981","VehicleModel","Legacy"
"Cust6756","VehicleYOM","2002"
"Cust22342","VehicleMake","Jeep"
"Cust39114","VehicleModel","Forrestor"
"Cust7289","VehicleMake","Jeep"
"Cust23377","VehicleModel","3 Series"
