CustomerID,DateOfIncident,TypeOfIncident,TypeOfCollission,SeverityOfIncident,AuthoritiesContacted,IncidentState,IncidentCity,IncidentAddress,IncidentTime,NumberOfVehicles,PropertyDamage,BodilyInjuries,Witnesses,PoliceReport,AmountOfTotalClaim,AmountOfInjuryClaim,AmountOfPropertyClaim,AmountOfVehicleDamage
Cust25807,23-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,State7,City7,Location 1389,21,3,YES,0,3,YES,82608,14728,14728,53152
Cust25808,25-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,State7,City7,Location 1389,15,3,YES,0,3,YES,74168,8739,8739,56690
Cust25809,14-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,State9,City3,Location 2084,14,1,NO,2,1,NO,77744,14810,12955,49979
Cust25810,07-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,State9,City2,Location 2098,7,1,NO,2,1,NO,65078,13526,8869,42683
Cust25811,06-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,State9,City3,Location 2084,5,1,NO,2,1,NO,62635,13278,8081,41276
Cust25812,05-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,State9,City3,Location 2098,5,1,NO,2,1,NO,61763,13189,7800,40774
Cust25813,14-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,State4,City3,Location 1789,17,3,NO,0,2,NO,59129,11179,5589,42361
Cust25815,15-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,State4,City3,Location 1011,14,3,NO,1,3,NO,51613,10113,5056,36444
Cust25816,14-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,State4,City7,Location 1789,15,3,NO,1,3,NO,55416,10652,5326,39438
Cust25817,02-01-2015,Vehicle Theft,?,Minor Damage,Police,State8,City3,Location 2075,8,1,YES,1,1,YES,6973,1268,639,5066
Cust25818,03-01-2015,Vehicle Theft,?,Minor Damage,Police,State8,City3,Location 1198,11,1,YES,1,1,YES,6085,1106,630,4349
Cust25819,03-01-2015,Vehicle Theft,?,Minor Damage,Police,State8,City3,Location 1198,12,1,YES,1,1,YES,6020,1095,629,4296
Cust2582,18-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Police,State7,City3,Location 1319,11,1,?,0,1,YES,52271,7595,6661,38015
Cust25820,03-02-2015,Vehicle Theft,?,Minor Damage,Police,State8,City3,Location 2075,16,1,NO,0,0,YES,4855,883,617,3355
Cust25822,08-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,State5,City4,Location 1381,10,3,NO,1,2,YES,45543,9109,7690,28744
Cust25823,11-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,State5,City4,Location 1381,11,3,YES,1,2,YES,53102,10620,6413,36069
Cust25824,08-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,State5,City4,Location 1381,10,3,NO,1,2,YES,43612,8722,8017,26873
Cust25826,11-01-2015,Vehicle Theft,?,Trivial Damage,Police,State9,City2,Location 1235,18,1,?,2,2,?,4989,255,576,4158
Cust25828,08-01-2015,Vehicle Theft,?,Trivial Damage,Police,State9,City2,Location 1235,18,1,NO,2,2,?,5836,621,613,4602
Cust25829,17-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,State8,City1,Location 1133,11,1,NO,0,2,?,100199,18047,18047,64105
Cust25831,26-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,State8,City1,Location 1133,9,1,NO,0,2,YES,81967,12857,12857,56253
Cust25832,23-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,State8,City1,Location 1133,10,1,NO,0,MISSINGVALUE,YES,87566,14451,14451,58664
Cust25833,09-02-2015,Vehicle Theft,?,Minor Damage,Police,State9,City3,Location 1618,9,1,NO,0,0,YES,4663,927,491,3245
Cust25834,04-02-2015,Vehicle Theft,?,Minor Damage,Police,State9,City3,Location 1618,21,1,NO,0,0,YES,3311,603,599,2109
Cust25836,04-02-2015,Vehicle Theft,?,Minor Damage,Police,State9,City3,Location 1618,20,1,NO,0,0,YES,3424,630,590,2204
Cust25837,03-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,State5,City1,Location 1057,11,1,?,0,0,NO,87691,8834,8834,70023
Cust2584,18-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,State9,City2,Location 1758,3,3,?,0,3,?,35337,3383,6766,25188
Cust25842,13-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,State7,City2,Location 1827,20,3,YES,0,0,?,63324,6710,12341,44273
Cust25843,13-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,State7,City1,Location 1827,20,3,YES,0,0,?,63390,6775,12304,44311
Cust25844,12-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,State7,City1,Location 1827,21,3,YES,0,0,?,62954,6343,12550,44061
Cust25845,04-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,State5,City4,Location 1828,15,3,NO,2,1,YES,52681,5601,7870,39210
Cust25846,04-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,State5,City6,Location 1828,14,3,NO,2,1,?,53147,5824,6558,40765
Cust25847,03-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,State5,City6,Location 1828,18,3,NO,2,2,YES,51890,5223,10105,36562
Cust25849,25-02-2015,Parked Car,?,Trivial Damage,Police,State7,City4,Location 1455,8,1,?,2,2,?,4838,505,771,3562
Cust2585,15-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,State5,City2,Location 1758,4,3,NO,0,2,?,69361,9713,12204,47444
Cust25850,26-02-2015,Parked Car,?,Trivial Damage,Police,State7,City4,Location 1455,9,1,?,2,1,?,3814,450,521,2843
Cust25851,24-02-2015,Vehicle Theft,?,Trivial Damage,Police,State7,City4,Location 1063,8,1,?,2,2,?,5276,529,877,3870
Cust25852,24-02-2015,Vehicle Theft,?,Trivial Damage,Police,State7,City4,Location 1063,8,1,?,2,2,?,5360,533,898,3929
Cust25853,24-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,State7,City5,Location 1245,15,2,YES,2,0,YES,75675,11560,8199,55916
Cust25854,24-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,State7,City5,Location 1919,16,2,NO,2,0,YES,76139,10979,8641,56519
Cust25855,23-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,State9,City5,Location 1919,14,1,NO,2,0,YES,74870,12565,7435,54870
Cust25856,24-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,State7,City5,Location 1919,16,2,NO,2,0,YES,76306,10770,8799,56737
Cust25857,19-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,State8,City4,Location 1996,2,1,NO,0,0,?,60152,6385,5545,48222
Cust2586,19-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,State5,City7,Location 1540,9,3,?,0,1,?,69849,2833,13319,53697
Cust25861,14-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,State8,City4,Location 1172,14,3,YES,1,1,?,72456,2666,13174,56616
Cust25862,18-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,State8,City4,Location 1172,11,3,YES,1,1,?,76570,310,13922,62338
Cust25863,13-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,State8,City4,Location 1360,15,2,YES,0,2,?,70918,3547,12894,54477
Cust25864,15-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,State4,City4,Location 1172,14,3,YES,1,1,?,72662,2548,13211,56903
Cust25865,14-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,State7,City1,Location 1372,16,3,?,1,2,?,46819,3883,5367,37569
Cust25866,26-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,State9,City1,Location 1588,17,3,?,2,2,?,69633,13748,6986,48899
Cust25867,12-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,State7,City1,Location 1588,15,3,?,1,2,?,42159,1868,5036,35255
Cust25868,23-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,State7,City1,Location 1588,17,3,?,2,2,?,64609,11576,6629,46404
Cust25869,24-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,State5,City2,Location 1035,12,1,?,2,3,YES,73502,13364,13364,46774
Cust2587,19-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,State5,City7,Location 1849,17,3,NO,0,1,?,69749,6323,10582,52844
Cust25870,25-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,State5,City2,Location 1035,13,1,?,1,2,YES,66453,12082,12082,42289
Cust25871,24-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,State5,City2,Location 1520,12,1,?,2,3,YES,74552,13555,13555,47442
Cust25873,14-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,State5,City2,Location 1498,15,1,NO,0,2,NO,56329,7653,7653,41023
Cust25874,07-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,State5,City2,Location 1498,17,1,NO,0,2,YES,54972,9392,9392,36188
Cust25876,14-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,State5,City2,Location 1655,15,1,NO,0,2,NO,56342,7637,7637,41068
Cust25878,16-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,State5,City4,Location 1366,12,1,NO,0,2,NO,80298,7384,8305,64609
Cust25879,22-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,State5,City6,Location 2095,11,1,NO,1,2,NO,71355,6971,12297,52087
Cust25880,18-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,State5,City6,Location 2095,12,1,NO,0,2,NO,77888,7272,9381,61235
Cust25882,06-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,State5,City4,Location 1534,15,3,?,1,2,?,62510,7645,10062,44803
Cust25884,03-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,State5,City4,Location 1404,15,3,?,1,2,?,64489,9798,7036,47655
Cust25885,17-02-2015,Parked Car,?,Trivial Damage,Police,State7,City4,Location 1063,8,1,NO,2,2,?,5498,907,907,3684
Cust25886,17-02-2015,Parked Car,?,Trivial Damage,None,State7,City1,Location 1105,8,1,NO,2,2,?,5477,902,902,3673
Cust25887,18-02-2015,Parked Car,?,Trivial Damage,None,State7,City4,Location 1105,8,1,?,2,2,?,5246,849,849,3548
Cust25888,25-02-2015,Parked Car,?,Trivial Damage,Police,State7,City1,Location 1063,9,1,?,2,1,?,3553,456,456,2641
Cust25889,25-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,State9,City2,Location 1556,3,1,YES,2,1,NO,54193,6021,10470,37702
Cust2589,16-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,State7,City3,Location 1340,17,2,?,2,2,?,68496,12454,8866,47176
Cust25890,28-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,State9,City2,Location 1556,1,1,YES,2,1,NO,51635,5737,11337,34561
Cust25891,24-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,State9,City2,Location 1556,4,2,YES,2,1,NO,55358,6151,10076,39131
Cust25892,24-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,State9,City7,Location 1686,4,2,YES,2,1,NO,55453,6161,10043,39249
Cust25893,10-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,State9,City2,Location 1469,18,1,?,1,0,?,81279,7562,13220,60497
Cust25894,09-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Other,State9,City2,Location 1469,17,1,?,1,0,?,82376,7530,14606,60240
Cust25896,11-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Other,State9,City2,Location 1469,19,1,?,1,1,?,80483,7585,12215,60683
Cust25897,11-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,State5,City3,Location 1920,12,1,YES,1,0,NO,62437,9406,6629,46402
Cust25898,15-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,State5,City2,Location 2037,8,1,YES,1,1,NO,61410,11021,6299,44090
Cust2590,21-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,State5,City6,Location 1978,15,3,?,0,3,NO,58882,11295,5247,42340
Cust25900,12-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,State5,City2,Location 1920,11,1,YES,1,1,NO,62122,9900,6528,45694
Cust25901,22-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,State7,City1,Location 1348,10,2,YES,1,1,?,63177,9091,7457,46629
Cust25903,22-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,State7,City1,Location 1827,10,2,YES,1,1,?,63930,9332,8025,46573
Cust25906,25-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,State9,City5,Location 1602,19,1,?,2,2,?,40644,4259,4259,32126
Cust25907,30-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,State5,City5,Location 2002,18,1,?,2,2,YES,35751,3913,3913,27925
Cust25908,23-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,State9,City5,Location 2002,20,1,?,1,1,YES,42472,4389,4389,33694
Cust25909,06-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,State9,City6,Location 1186,20,1,NO,0,1,NO,46586,1145,5049,40392
Cust2591,19-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,State4,City6,Location 1978,14,3,?,0,3,NO,58729,11281,6338,41110
Cust25910,04-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,State9,City5,Location 1673,18,1,NO,1,0,NO,44664,6746,4213,33705
Cust25911,05-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,State9,City5,Location 1673,18,1,NO,1,0,NO,44924,5990,4326,34608
Cust25912,05-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,State9,City6,Location 1673,20,1,NO,0,1,YES,45956,2984,4775,38197
Cust25914,14-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,State3,City7,Location 1414,10,3,YES,1,2,YES,38883,4098,6096,28689
Cust25915,22-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,State3,City7,Location 1251,7,3,YES,1,2,YES,37076,3744,7125,26207
Cust25916,22-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,State3,City7,Location 1251,7,3,YES,1,2,NO,37014,3732,7161,26121
Cust25917,02-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,State9,City3,Location 1179,15,3,?,1,2,?,65277,10696,5486,49095
Cust25918,07-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,State9,City3,Location 1179,17,3,?,1,2,?,63613,9163,5661,48789
Cust25919,07-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,State9,City4,Location 1404,17,3,?,1,2,?,63436,9001,5679,48756
Cust2592,18-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,State9,City1,Location 1687,17,1,?,2,1,?,76739,6886,19668,50185
Cust25920,10-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,State9,City4,Location 1179,18,3,?,0,1,?,62505,8143,5777,48585
Cust25921,23-01-2015,Parked Car,?,Minor Damage,None,State7,City4,Location 1600,6,1,?,1,2,YES,6842,826,1118,4898
Cust25922,26-02-2015,Parked Car,?,Minor Damage,None,State7,City4,Location 1600,5,1,?,2,1,YES,7838,1612,1223,5003
Cust25923,24-01-2015,Parked Car,?,Minor Damage,None,State7,City4,Location 1643,6,1,?,1,2,YES,7116,1042,1147,4927
Cust25924,25-02-2015,Parked Car,?,Minor Damage,None,State7,City4,Location 1600,5,1,?,2,1,YES,7506,1350,1188,4968
Cust25925,18-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,State9,City5,Location 1777,14,1,YES,0,1,?,73752,13573,7277,52902
Cust25926,17-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,State4,City5,Location 1593,13,1,YES,0,1,?,70048,12507,6880,50661
Cust25928,17-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,State4,City5,Location 1593,13,1,YES,0,1,?,71027,12789,6985,51253
Cust2593,10-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,State7,City2,Location 1687,20,1,NO,2,1,?,58031,5438,8467,44126
Cust25930,21-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,State7,City4,Location 1671,20,1,NO,2,2,?,82529,10695,15285,56549
Cust25931,22-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,State7,City4,Location 1910,20,1,YES,2,2,?,86673,11874,15731,59068
Cust25932,24-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,State7,City4,Location 1671,23,1,YES,2,3,?,106066,17393,17820,70853
Cust25939,25-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,State5,City1,Location 1709,4,1,YES,0,1,YES,48482,6171,5163,37148
Cust2594,01-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,State5,City4,Location 1820,15,3,?,2,1,YES,68612,14661,8504,45447
Cust25940,25-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Other,State5,City1,Location 1988,5,1,?,0,1,YES,48599,6245,5158,37196
Cust25941,25-02-2015,Parked Car,?,Minor Damage,None,State9,City2,Location 1321,6,1,?,0,3,YES,5171,604,913,3654
Cust25942,25-02-2015,Parked Car,?,Trivial Damage,Police,State9,City2,Location 1321,6,1,?,0,3,?,5131,552,916,3663
Cust25943,25-02-2015,Parked Car,?,Minor Damage,None,State9,City2,Location 1321,6,1,?,0,3,YES,5118,534,917,3667
Cust25945,20-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,State5,City2,Location 2056,6,3,NO,1,2,NO,45916,9416,8252,28248
Cust25947,19-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,State5,City1,Location 2056,6,3,NO,1,2,NO,49177,9913,9526,29738
Cust25950,22-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,State5,City2,Location 1757,5,3,?,2,3,YES,40841,7023,4538,29280
Cust25951,21-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,State5,City2,Location 1916,7,3,NO,2,3,NO,38574,8298,5383,24893
Cust25952,20-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,State4,City1,Location 2056,6,3,NO,1,2,NO,44857,9255,7838,27764
Cust25954,26-02-2015,Vehicle Theft,?,Minor Damage,None,State8,City1,Location 1518,7,1,NO,0,1,NO,3176,594,504,2078
Cust25955,20-02-2015,Vehicle Theft,?,Minor Damage,None,State5,City7,Location 1518,18,1,YES,1,1,YES,7189,1273,911,5005
Cust25956,23-01-2015,Vehicle Theft,?,Minor Damage,None,State7,City7,Location 1518,16,1,NO,2,2,YES,7781,1251,1134,5396
Cust25957,21-01-2015,Vehicle Theft,?,Minor Damage,None,State7,City7,Location 1518,17,1,NO,1,2,NO,7447,1264,1008,5175
Cust25959,25-02-2015,Parked Car,?,Minor Damage,None,State8,City1,Location 1583,8,1,NO,0,1,NO,3484,659,517,2308
Cust2596,17-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,State4,City3,Location 1914,20,4,NO,0,0,NO,46363,4783,4783,36797
Cust25960,18-02-2015,Vehicle Theft,?,Minor Damage,None,State5,City1,Location 1518,21,1,NO,0,2,YES,9096,1518,759,6819
Cust25961,24-02-2015,Parked Car,?,Minor Damage,None,State8,City4,Location 1583,10,1,NO,0,1,NO,3826,732,532,2562
Cust25962,17-02-2015,Vehicle Theft,?,Minor Damage,None,State4,City1,Location 1518,21,1,NO,0,1,NO,7867,1415,707,5745
Cust25965,14-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,State5,City7,Location 1986,5,3,?,0,0,NO,80652,19925,7591,53136
Cust25966,13-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,State5,City7,Location 1159,0,3,?,0,0,?,78604,21407,7168,50029
Cust25967,05-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,State5,City7,Location 1159,2,4,NO,0,1,?,71389,14658,9927,46804
Cust25968,12-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,State5,City3,Location 1124,0,3,NO,0,0,?,78352,20010,8482,49860
Cust25972,17-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,State8,City6,Location 1211,22,3,NO,2,2,NO,62771,10755,10755,41261
Cust25973,27-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,State5,City2,Location 1211,23,3,?,2,2,YES,51823,9409,9409,33005
Cust25974,14-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,State8,City6,Location 1211,22,3,?,2,2,YES,66236,11181,11181,43874
Cust25976,24-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,State5,City1,Location 1708,17,3,YES,2,3,NO,31471,3778,3778,23915
Cust25977,26-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,State5,City1,Location 1211,21,3,?,2,2,NO,46225,7886,7886,30453
Cust25978,27-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,State8,City2,Location 1907,21,3,NO,2,2,?,53680,8192,8192,37296
Cust2598,18-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Other,State5,City3,Location 1066,19,1,YES,1,2,YES,55880,9207,6033,40640
Cust25981,25-01-2015,Single Vehicle Collision,Front Collision,Trivial Damage,Police,State9,City4,Location 1587,21,1,?,1,1,YES,18461,2057,2057,14347
Cust25982,28-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,State9,City1,Location 2001,21,1,NO,1,1,YES,31355,3213,3213,24929
Cust25983,22-01-2015,Parked Car,Front Collision,Total Loss,Police,State9,City1,Location 2001,20,1,NO,0,2,NO,13367,1664,1664,10039
Cust25985,31-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,State5,City1,Location 2001,19,1,NO,2,2,YES,32844,3582,3582,25680
Cust25986,21-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,State9,City1,Location 2001,20,1,YES,0,2,YES,47721,5197,5197,37327
Cust25988,23-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,State5,City4,Location 1375,20,1,YES,0,2,YES,44314,4784,4784,34746
Cust25989,21-01-2015,Single Vehicle Collision,Front Collision,Trivial Damage,Police,State9,City1,Location 2001,20,1,NO,0,2,YES,11979,1557,1557,8865
Cust2599,08-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,State7,City2,Location 1066,11,1,YES,0,3,NO,51176,7651,9305,34220
Cust25993,07-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,State5,City1,Location 1537,15,1,YES,2,1,?,41861,4651,4651,32559
Cust25996,08-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,State4,City3,Location 1089,16,1,NO,2,0,?,50481,5609,5609,39263
Cust25998,06-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,State4,City1,Location 1537,15,1,YES,2,1,?,42006,4667,4667,32672
Cust25999,09-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,State7,City6,Location 1892,20,1,YES,2,2,?,81085,7698,15396,57991
Cust2600,08-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,State9,City2,Location 1763,7,1,?,0,2,NO,51656,8117,5971,37568
Cust26000,06-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,State7,City6,Location 1441,22,1,YES,2,2,YES,86172,7880,15760,62532
Cust26001,14-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,State7,City4,Location 1910,20,1,NO,2,2,?,76982,7355,14710,54917
Cust26002,16-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,State5,City4,Location 1441,19,1,NO,2,2,?,74721,7230,14460,53031
Cust26003,07-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Police,State5,City4,Location 1835,12,1,YES,2,2,?,69827,6348,12696,50783
Cust26004,06-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,State7,City4,Location 1892,22,1,YES,2,2,?,86170,7880,15760,62530
Cust26005,10-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,State7,City4,Location 1441,20,1,YES,1,2,YES,79322,7635,15270,56417
Cust26006,17-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,State7,City4,Location 1441,19,1,NO,2,2,?,73182,7145,14290,51747
Cust26007,10-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Police,State7,City4,Location 1892,19,1,YES,1,2,?,77890,7584,15168,55138
Cust26008,18-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,State7,City2,Location 1221,11,3,YES,2,1,YES,76742,8345,14773,53624
Cust26009,16-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,State5,City7,Location 1221,17,3,YES,1,2,YES,99719,13963,16523,69233
Cust2601,18-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Police,State9,City5,Location 1688,9,1,?,1,3,?,71255,7038,12395,51822
Cust26013,14-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,State5,City4,Location 1509,21,3,YES,1,2,YES,111026,17680,16382,76964
Cust26014,16-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,State5,City2,Location 1221,16,3,YES,1,2,YES,97244,13358,16334,67552
Cust26015,23-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,State9,City7,Location 1773,19,3,YES,1,2,?,106050,16934,16934,72182
Cust26016,18-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Police,State5,City7,Location 1221,11,3,YES,2,1,YES,75626,8072,14688,52866
Cust26017,20-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,State7,City4,Location 1958,12,1,?,1,1,NO,51184,4265,8531,38388
Cust26019,20-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,State9,City4,Location 1958,12,1,YES,1,1,NO,51599,4300,8600,38699
Cust26020,17-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,State7,City4,Location 1491,17,1,YES,1,2,YES,43668,3639,7278,32751
Cust26021,23-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,State6,City6,Location 1958,9,1,YES,1,0,NO,57283,7238,9926,40119
Cust26022,25-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,State6,City6,Location 2019,10,1,YES,1,1,NO,58160,10135,10507,37518
Cust26023,22-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,State7,City6,Location 1958,9,1,YES,1,0,NO,56748,5464,9571,41713
Cust26024,18-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,State9,City4,Location 1491,16,1,YES,1,2,NO,44808,3734,7468,33606
Cust26026,11-01-2015,Parked Car,?,Minor Damage,None,State8,City2,Location 2096,5,1,NO,1,1,?,6498,1000,1000,4498
Cust26027,19-01-2015,Parked Car,?,Minor Damage,None,State7,City7,Location 1662,-5,1,NO,2,1,?,MISSEDDATA,605,605,2724
Cust26028,09-01-2015,Parked Car,?,Minor Damage,None,State7,City7,Location 1662,5,1,NO,1,1,?,6856,1055,1055,4746
Cust26029,02-01-2015,Vehicle Theft,?,Minor Damage,Police,State9,City7,Location 1994,3,1,YES,2,0,?,4432,851,484,3097
Cust2603,02-03-2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,State8,City7,Location 1563,21,3,YES,2,2,?,66160,10207,6579,49374
Cust26030,10-01-2015,Parked Car,?,Minor Damage,None,State7,City2,Location 2096,5,1,NO,1,1,?,6683,1028,1028,4627
